VentaID,Fecha,ClienteID,ProductoID,Cantidad
201,2025-05-26,132,4,1
202,2025-07-21,30,5,1
203,2026-03-28,84,2,1
204,2026-05-30,49,11,1
205,2025-01-06,99,5,2
206,2025-04-18,20,10,3
207,2025-04-02,133,3,1
208,2025-10-23,137,11,2
209,2026-03-06,32,1,1
210,2025-05-28,45,4,1
211,2026-03-10,120,7,2
212,2025-06-30,36,5,1
213,2026-02-01,48,2,1
214,2026-04-25,85,3,2
215,2026-03-18,95,11,1
216,2025-02-27,18,8,1
217,2025-08-31,118,7,1
218,2025-06-21,143,3,2
219,2025-08-19,8,2,1
220,2025-11-29,39,8,1
221,2026-03-12,91,7,1
222,2025-11-01,39,4,1
223,2025-09-15,100,11,1
224,2025-01-08,41,2,4
225,2025-12-05,138,5,1
226,2026-05-26,37,11,1
227,2025-05-14,53,1,1
228,2025-09-16,63,5,2
229,2025-08-01,25,8,2
230,2026-03-19,146,6,4
231,2026-05-16,49,11,1
232,2025-03-06,16,6,1
233,2026-03-07,15,3,3
234,2025-06-08,15,6,1
235,2025-11-26,24,9,1
236,2025-03-07,23,2,3
237,2025-08-06,103,9,1
238,2025-11-08,145,11,1
239,2025-12-29,71,1,1
240,2025-03-28,60,9,1
241,2025-05-01,39,11,1
242,2025-08-11,88,11,1
243,2025-09-23,74,1,4
244,2025-06-09,44,8,1
245,2026-01-05,6,7,1
246,2026-03-27,48,5,1
247,2025-09-15,127,6,1
248,2026-05-23,6,2,1
249,2025-11-17,50,9,1
250,2025-01-03,14,8,2
251,2025-05-20,65,9,1
252,2025-03-14,120,7,1
253,2026-04-15,107,10,1
254,2025-08-10,127,9,1
255,2025-02-05,76,9,3
256,2026-02-25,15,4,1
257,2025-08-12,82,5,1
258,2026-01-10,125,9,1
259,2025-02-03,23,2,1
260,2025-08-20,50,10,1
261,2025-05-11,118,7,1
262,2026-03-17,24,5,1
263,2025-12-11,103,11,1
264,2026-01-05,27,4,2
265,2025-08-28,53,8,1
266,2026-01-11,54,11,4
267,2026-01-23,41,2,1
268,2025-04-12,44,9,2
269,2025-07-27,13,2,2
270,2025-03-03,128,6,1
271,2025-04-17,56,1,1
272,2025-04-01,126,2,1
273,2026-01-26,142,6,2
274,2025-06-01,124,8,2
275,2026-03-22,8,4,1
276,2026-03-25,11,11,1
277,2025-08-31,123,11,1
278,2025-02-03,43,3,1
279,2025-01-06,34,5,4
280,2025-02-13,42,4,3
281,2025-01-13,58,6,1
282,2025-11-09,108,8,5
283,2025-05-22,24,6,4
284,2026-04-06,96,2,1
285,2025-09-11,89,3,1
286,2025-04-22,23,11,1
287,2026-02-17,68,5,2
288,2025-04-27,34,9,1
289,2026-02-09,122,8,2
290,2025-11-24,130,7,2
291,2025-05-20,143,5,1
292,2025-04-27,65,2,2
293,2025-11-05,110,4,2
294,2025-12-22,4,10,1
295,2025-12-11,41,1,1
296,2025-12-15,147,10,1
297,2025-07-29,64,6,1
298,2026-05-02,64,9,1
299,2026-05-19,22,8,1
300,2025-04-27,37,7,1
301,2025-12-01,144,9,3
302,2026-01-08,74,7,1
303,2026-06-17,78,10,3
304,2025-09-21,101,4,4
305,2025-12-22,38,4,2
306,2026-04-29,45,11,1
307,2025-05-26,7,3,1
308,2026-02-20,51,2,1
309,2025-01-06,9,5,2
310,2025-06-30,146,10,1
311,2025-04-07,107,11,3
312,2026-02-11,41,7,1
313,2025-04-11,36,5,1
314,2025-05-15,137,8,1
315,2026-03-06,137,1,1
316,2026-05-22,8,8,1
317,2025-02-10,31,7,1
318,2025-06-07,65,3,3
319,2025-11-21,115,4,1
320,2025-09-07,69,7,1
321,2026-05-03,23,8,2
322,2025-12-19,45,11,1
323,2025-11-23,114,10,1
324,2026-01-29,98,5,2
325,2026-04-28,96,3,2
326,2025-06-26,141,11,1
327,2025-12-28,55,1,1
328,2026-04-23,104,3,1
329,2026-04-19,145,10,3
330,2025-01-15,68,8,2
331,2025-02-01,1,5,3
332,2025-10-07,92,6,1
333,2026-01-28,102,5,1
334,2025-01-20,50,10,2
335,2026-04-17,21,2,1
336,2025-04-13,4,5,1
337,2025-06-10,139,2,1
338,2025-12-02,60,6,4
339,2025-06-30,137,6,1
340,2026-04-15,50,6,1
341,2026-02-10,125,2,1
342,2026-01-24,73,5,2
343,2026-01-08,33,5,1
344,2025-04-07,35,6,2
345,2025-12-28,7,1,1
346,2026-01-21,93,2,1
347,2026-06-16,26,2,1
348,2025-12-10,117,8,1
349,2025-04-06,78,8,2
350,2026-04-29,131,8,1
351,2025-10-13,37,7,1
352,2025-09-26,54,5,2
353,2025-08-14,27,7,1
354,2026-01-26,99,2,1
355,2025-02-01,43,11,1
356,2025-04-29,80,3,1
357,2025-09-12,144,11,1
358,2026-05-02,132,5,2
359,2025-06-03,23,1,1
360,2026-04-14,73,1,1
361,2026-03-23,75,4,1
362,2026-06-09,101,8,1
363,2026-01-30,6,11,1
364,2026-06-04,97,9,2
365,2025-12-27,131,8,2
366,2026-03-28,142,8,1
367,2026-03-15,16,9,1
368,2026-04-07,27,7,1
369,2025-02-15,26,1,1
370,2025-12-30,58,11,3
371,2025-09-08,107,9,1
372,2025-12-11,10,3,1
373,2025-09-04,100,5,1
374,2026-01-22,48,9,2
375,2025-03-18,24,9,2
376,2025-05-04,72,6,1
377,2025-10-18,105,1,2
378,2025-02-17,20,4,1
379,2026-02-17,91,1,1
380,2025-09-02,110,1,2
381,2025-12-20,64,10,2
382,2025-09-26,59,10,1
383,2025-08-12,74,4,4
384,2026-05-09,114,7,1
385,2025-04-22,43,1,1
386,2025-12-17,72,11,1
387,2025-12-07,107,6,1
388,2025-01-29,14,1,1
389,2025-02-11,51,3,1
390,2025-08-09,96,2,2
391,2026-03-19,107,7,1
392,2026-04-24,129,8,1
393,2025-08-29,68,10,1
394,2025-09-05,145,8,2
395,2025-02-01,75,9,1
396,2025-12-28,36,11,1
397,2026-03-25,147,9,1
398,2025-08-16,140,1,1
399,2025-07-21,44,8,2
400,2025-02-21,69,6,1
401,2025-12-10,49,10,1
402,2025-09-15,70,1,4
403,2025-07-07,47,11,5
404,2025-12-16,134,8,1
405,2026-02-17,26,8,1
406,2026-03-19,19,4,1
407,2025-04-12,103,5,2
408,2025-04-09,90,9,1
409,2026-03-28,10,9,1
410,2025-06-15,112,5,1
411,2026-03-29,33,1,1
412,2026-05-09,77,9,2
413,2026-05-04,106,7,2
414,2025-08-23,39,11,1
415,2026-02-03,53,5,2
416,2025-06-04,60,4,1
417,2026-03-19,121,7,3
418,2025-09-16,41,11,4
419,2025-12-07,12,7,3
420,2025-06-21,121,6,1
421,2025-10-04,58,5,1
422,2026-06-05,150,6,3
423,2025-05-10,67,4,4
424,2025-06-19,94,10,2
425,2025-09-18,146,3,1
426,2025-05-08,78,11,1
427,2026-02-17,141,2,1
428,2025-04-28,6,6,1
429,2026-06-17,119,11,1
430,2026-02-24,2,11,1
431,2026-03-07,67,2,1
432,2025-11-09,7,9,1
433,2025-12-04,67,6,1
434,2026-02-16,2,1,2
435,2025-11-21,67,7,2
436,2025-01-19,6,5,1
437,2025-11-12,113,10,1
438,2025-04-12,135,1,2
439,2025-07-10,141,2,2
440,2025-10-23,19,8,3
441,2025-04-10,78,11,5
442,2025-09-05,56,7,1
443,2026-03-26,110,9,1
444,2026-02-09,67,4,1
445,2025-05-20,70,3,1
446,2025-08-04,74,2,2
447,2025-03-07,81,4,1
448,2026-01-09,144,10,1
449,2026-05-28,87,8,1
450,2025-05-01,81,5,1
451,2025-11-06,129,5,1
452,2026-03-15,87,5,1
453,2025-05-23,28,8,1
454,2025-07-18,25,1,1
455,2025-10-21,150,9,2
456,2026-03-23,116,8,1
457,2025-12-10,124,10,2
458,2025-07-23,60,7,1
459,2025-11-27,108,7,2
460,2026-05-15,86,9,1
461,2026-01-17,133,7,1
462,2025-08-06,8,10,1
463,2025-07-10,28,7,1
464,2025-03-13,8,11,1
465,2026-05-11,84,9,3
466,2025-03-17,16,9,2
467,2026-01-01,102,7,1
468,2026-02-20,54,3,1
469,2026-04-23,119,7,2
470,2025-09-15,14,10,2
471,2026-03-19,32,11,1
472,2026-01-30,52,2,2
473,2025-11-21,72,5,1
474,2026-04-23,23,10,1
475,2026-04-24,138,4,2
476,2025-04-17,116,5,1
477,2025-11-01,42,5,2
478,2026-04-18,132,11,1
479,2026-02-07,146,6,1
480,2025-04-23,19,6,1
481,2025-02-10,9,9,5
482,2026-06-19,3,3,1
483,2025-05-05,50,3,2
484,2025-10-05,139,10,1
485,2025-06-12,24,3,2
486,2026-01-01,78,4,1
487,2025-11-16,142,8,1
488,2025-06-28,31,11,3
489,2025-08-03,11,10,1
490,2026-01-24,23,8,1
491,2025-06-17,132,10,1
492,2025-05-01,96,8,1
493,2025-05-05,104,11,1
494,2026-03-24,24,11,1
495,2026-04-05,149,11,1
496,2026-03-28,97,10,2
497,2025-07-06,150,3,1
498,2025-09-26,132,10,2
499,2025-05-15,144,9,2
500,2025-09-15,30,6,5
501,2026-03-01,9,8,1
502,2025-10-08,139,1,1
503,2025-06-22,141,11,2
504,2025-04-25,25,11,2
505,2026-05-08,38,7,3
506,2026-06-05,45,4,2
507,2026-05-04,40,3,3
508,2025-10-31,138,1,1
509,2025-06-04,145,7,5
510,2026-06-17,86,4,1
511,2025-07-24,84,1,1
512,2025-12-21,117,7,1
513,2025-09-12,33,7,1
514,2025-07-21,54,7,3
515,2025-06-27,97,7,2
516,2025-01-21,103,5,3
517,2025-11-17,139,4,3
518,2025-01-14,63,11,2
519,2026-04-19,6,5,1
520,2026-05-22,148,9,1
521,2025-03-11,20,5,1
522,2025-06-17,73,8,1
523,2026-06-13,36,7,2
524,2025-08-21,106,4,2
525,2025-05-06,75,7,1
526,2026-05-07,126,2,2
527,2025-08-14,127,6,1
528,2026-05-06,91,6,3
529,2026-02-08,92,1,1
530,2026-06-08,93,2,3
531,2026-04-12,43,1,2
532,2025-08-21,39,9,1
533,2025-02-23,117,1,1
534,2026-06-22,137,3,1
535,2025-01-18,99,9,3
536,2025-09-10,85,2,1
537,2025-04-02,17,5,1
538,2025-03-11,72,1,1
539,2026-06-25,12,11,2
540,2025-07-06,93,4,2
541,2026-04-21,38,10,1
542,2025-08-11,148,6,1
543,2025-02-25,125,11,1
544,2025-09-19,61,5,1
545,2026-01-25,148,9,2
546,2025-03-09,13,5,1
547,2025-03-30,78,1,1
548,2025-04-09,82,10,1
549,2026-06-23,33,11,3
550,2026-04-17,69,1,1
551,2026-04-02,66,10,1
552,2025-10-12,4,3,1
553,2026-01-17,13,3,1
554,2025-02-03,27,8,1
555,2026-03-03,12,10,4
556,2025-08-31,37,2,1
557,2025-05-28,59,1,2
558,2025-10-31,2,6,1
559,2026-05-14,72,7,1
560,2026-06-09,65,10,2
561,2026-03-25,1,4,2
562,2026-06-14,140,1,2
563,2025-06-11,18,3,2
564,2025-07-09,90,11,1
565,2025-11-05,42,10,1
566,2025-11-17,85,3,1
567,2026-01-18,118,11,1
568,2025-07-14,24,3,1
569,2025-04-24,61,6,1
570,2026-04-28,131,9,2
571,2025-09-13,24,11,1
572,2026-04-25,27,6,1
573,2025-06-11,11,10,1
574,2025-01-22,104,8,1
575,2026-04-01,18,1,1
576,2025-06-14,25,3,5
577,2025-12-21,11,11,2
578,2025-10-23,69,3,1
579,2025-10-07,124,2,1
580,2025-11-25,61,10,1
581,2025-05-03,51,2,2
582,2025-06-20,143,7,1
583,2025-05-06,147,3,1
584,2025-02-19,129,5,1
585,2025-12-19,17,2,1
586,2026-05-25,5,4,3
587,2025-04-26,67,2,1
588,2025-07-15,80,4,1
589,2025-03-27,82,2,1
590,2026-06-14,55,10,1
591,2025-10-26,141,5,2
592,2025-07-31,61,9,3
593,2026-01-24,69,4,1
594,2025-04-13,9,9,2
595,2025-12-23,144,4,2
596,2026-06-13,77,3,1
597,2026-03-03,98,1,1
598,2025-12-27,58,11,3
599,2025-02-16,117,5,1
600,2025-02-11,94,2,2
601,2025-09-15,42,7,1
602,2025-10-24,95,3,2
603,2026-06-16,51,1,3
604,2026-02-28,38,5,5
605,2025-09-09,111,8,3
606,2025-03-23,61,9,3
607,2025-12-26,49,11,2
608,2025-01-29,46,8,1
609,2025-10-04,132,11,4
610,2026-04-08,7,11,1
611,2026-05-28,42,9,3
612,2025-09-03,63,7,1
613,2026-06-21,30,7,1
614,2025-03-13,100,3,1
615,2025-05-02,121,3,1
616,2025-01-26,18,11,1
617,2025-01-07,78,3,1
618,2025-08-17,29,5,2
619,2025-12-16,40,10,2
620,2026-03-04,123,10,1
621,2025-11-12,74,2,1
622,2025-02-11,93,8,3
623,2026-02-17,24,2,3
624,2026-02-04,106,5,1
625,2026-01-29,52,9,1
626,2026-03-08,116,2,1
627,2025-09-09,19,11,2
628,2026-03-05,103,2,1
629,2025-03-18,33,4,1
630,2026-02-19,106,4,1
631,2026-06-23,43,8,1
632,2025-12-29,66,1,2
633,2026-02-10,49,9,1
634,2025-06-09,63,10,2
635,2025-01-04,41,3,2
636,2025-09-29,5,6,1
637,2025-09-30,119,2,2
638,2025-02-24,99,4,1
639,2025-08-24,23,6,1
640,2026-06-25,39,9,2
641,2026-06-04,129,8,2
642,2025-02-08,100,4,2
643,2025-08-26,102,8,1
644,2025-04-01,85,6,1
645,2026-05-31,133,6,1
646,2025-06-30,44,8,2
647,2025-07-01,11,10,1
648,2026-04-12,107,8,1
649,2026-01-06,85,7,2
650,2025-12-29,84,8,4
651,2026-06-15,134,4,3
652,2025-12-31,21,2,1
653,2025-02-09,70,8,2
654,2025-09-08,42,6,2
655,2025-03-09,140,6,1
656,2026-04-25,103,11,3
657,2026-06-24,149,8,1
658,2025-02-11,99,5,1
659,2025-11-03,72,3,2
660,2025-05-17,80,7,1
661,2025-11-22,58,6,1
662,2025-03-27,65,10,2
663,2025-02-20,142,4,1
664,2026-01-24,88,8,1
665,2025-09-28,51,5,1
666,2026-06-10,135,11,1
667,2025-05-09,114,1,2
668,2025-08-28,4,2,1
669,2025-08-29,96,1,1
670,2026-06-21,137,8,1
671,2025-03-14,39,3,2
672,2025-08-04,127,5,3
673,2025-07-27,6,4,3
674,2026-06-14,21,11,2
675,2026-01-28,26,10,3
676,2025-06-08,123,9,1
677,2026-01-14,114,11,2
678,2025-05-15,133,3,1
679,2025-04-17,51,3,1
680,2026-02-28,99,1,2
681,2025-09-30,115,7,1
682,2026-01-15,92,1,1
683,2025-01-09,91,4,2
684,2025-06-21,23,4,1
685,2026-03-18,100,2,1
686,2026-02-08,36,5,1
687,2026-06-01,65,10,2
688,2026-05-24,93,5,4
689,2025-01-16,130,2,1
690,2026-04-10,1,9,2
691,2025-03-13,71,1,1
692,2026-01-01,117,2,2
693,2025-11-23,30,7,1
694,2025-07-05,116,8,1
695,2026-03-16,112,11,1
696,2026-02-22,29,9,1
697,2025-03-27,30,6,2
698,2026-02-05,91,6,1
699,2026-04-26,61,6,2
700,2025-11-16,150,11,1
701,2026-02-03,61,1,1
702,2025-09-29,95,11,1
703,2026-01-27,122,6,2
704,2025-07-30,144,4,3
705,2025-08-01,97,8,2
706,2025-05-23,131,3,2
707,2025-01-02,27,6,1
708,2025-03-22,77,1,1
709,2025-09-17,16,4,1
710,2025-03-05,117,5,1
711,2025-06-04,25,1,1
712,2025-06-17,54,1,1
713,2026-04-25,115,5,3
714,2026-06-23,32,10,1
715,2026-05-24,55,5,1
716,2026-02-01,45,8,3
717,2025-10-06,22,11,2
718,2026-06-18,55,2,1
719,2026-05-05,117,1,1
720,2025-11-27,141,1,1
721,2025-01-08,11,2,3
722,2025-01-10,2,1,1
723,2026-03-15,56,9,2
724,2025-01-21,31,7,1
725,2025-08-08,22,5,1
726,2025-02-18,130,5,1
727,2026-06-16,105,1,3
728,2026-05-18,92,2,2
729,2025-04-01,31,3,2
730,2025-09-10,47,10,2
731,2025-10-23,101,6,2
732,2025-06-30,84,8,1
733,2025-05-22,113,4,3
734,2025-11-05,119,8,1
735,2025-07-24,100,1,1
736,2025-11-22,83,9,2
737,2025-11-16,17,9,1
738,2025-01-14,141,7,1
739,2025-04-25,56,1,1
740,2026-02-10,64,1,1
741,2025-10-14,123,10,1
742,2026-01-10,52,6,2
743,2025-06-25,43,9,1
744,2025-11-15,140,1,2
745,2025-11-03,119,3,2
746,2025-10-14,116,6,1
747,2025-08-13,8,5,2
748,2025-04-30,86,11,2
749,2025-11-01,25,10,1
750,2025-07-15,122,11,2
751,2026-04-14,28,4,1
752,2025-06-18,88,9,2
753,2025-04-21,149,7,3
754,2025-10-05,51,4,2
755,2025-07-10,76,6,2
756,2025-11-01,107,11,1
757,2025-02-28,141,9,1
758,2025-02-03,111,7,1
759,2025-03-20,112,1,1
760,2025-04-16,66,6,1
761,2026-01-19,117,1,2
762,2025-08-02,84,3,1
763,2025-07-28,54,6,1
764,2025-04-11,104,10,1
765,2025-11-21,119,10,1
766,2025-05-22,118,3,1
767,2025-09-22,64,7,1
768,2025-07-04,109,9,1
769,2025-03-14,96,3,2
770,2025-06-09,139,11,3
771,2025-03-26,51,3,1
772,2025-12-05,111,3,1
773,2025-07-10,72,10,1
774,2025-08-01,34,7,1
775,2026-03-06,84,8,1
776,2025-08-03,82,5,2
777,2025-02-25,124,1,3
778,2025-10-09,11,9,2
779,2026-03-03,11,9,4
780,2025-01-16,62,2,2
781,2025-05-08,127,1,1
782,2025-12-11,49,10,2
783,2026-05-24,35,10,1
784,2026-03-17,71,9,4
785,2025-04-07,10,9,2
786,2026-03-05,119,5,1
787,2025-09-03,53,5,2
788,2025-02-17,128,7,1
789,2025-06-07,104,3,5
790,2025-08-10,4,9,1
791,2025-12-23,56,2,1
792,2026-01-31,117,3,1
793,2026-03-21,98,10,1
794,2025-12-21,32,8,1
795,2025-05-20,51,2,1
796,2025-01-23,36,9,3
797,2026-06-04,1,5,1
798,2025-09-19,14,8,1
799,2025-02-26,55,1,1
800,2025-08-03,82,3,1
801,2026-03-17,27,2,1
802,2025-09-12,58,9,2
803,2025-12-13,24,3,2
804,2026-04-07,138,6,1
805,2025-03-15,131,5,1
806,2026-03-23,92,8,1
807,2026-01-22,18,6,1
808,2026-02-17,137,2,1
809,2026-02-03,11,5,2
810,2025-08-30,150,9,3
811,2026-04-15,84,3,1
812,2025-03-18,33,8,1
813,2025-01-26,146,3,1
814,2025-02-01,102,7,2
815,2026-02-21,17,3,1
816,2026-06-08,8,2,1
817,2026-04-08,41,10,2
818,2026-02-07,133,3,2
819,2025-10-16,58,4,1
820,2025-06-03,94,1,1
821,2025-12-11,132,5,1
822,2026-01-31,137,10,1
823,2025-01-30,94,3,1
824,2025-02-08,99,11,1
825,2025-08-05,132,5,1
826,2026-05-02,36,9,1
827,2025-05-05,11,5,2
828,2026-05-06,103,11,2
829,2025-02-11,134,3,1
830,2025-07-03,80,4,3
831,2026-06-14,28,1,2
832,2025-08-22,59,5,3
833,2025-07-24,6,7,1
834,2025-07-29,109,2,1
835,2026-02-01,97,10,1
836,2026-01-17,129,2,1
837,2026-05-09,10,7,3
838,2025-03-07,80,6,1
839,2025-05-07,36,4,3
840,2025-08-03,125,9,5
841,2025-12-05,16,2,1
842,2025-09-28,6,2,1
843,2026-06-13,112,6,1
844,2025-06-25,109,6,1
845,2025-04-14,5,10,1
846,2025-01-10,40,9,1
847,2025-03-23,92,8,1
848,2025-08-27,17,1,2
849,2026-02-13,93,7,1
850,2025-05-20,55,4,2
851,2026-04-07,119,11,1
852,2026-06-16,146,11,2
853,2026-02-17,122,4,1
854,2025-06-04,68,10,1
855,2026-06-23,114,11,1
856,2026-01-05,67,4,3
857,2026-02-01,14,1,3
858,2025-03-08,119,8,1
859,2025-10-10,8,6,1
860,2025-05-10,67,6,1
861,2025-09-27,139,6,2
862,2026-05-29,105,5,2
863,2026-03-20,50,4,1
864,2026-05-13,66,9,4
865,2025-04-12,34,2,2
866,2026-03-24,52,8,1
867,2026-04-01,144,8,1
868,2025-11-05,124,8,1
869,2025-03-22,130,11,1
870,2025-10-14,27,5,1
871,2025-01-02,120,10,2
872,2025-11-25,111,2,1
873,2025-02-13,143,5,5
874,2025-04-07,12,8,1
875,2025-07-18,137,1,2
876,2025-07-16,18,10,1
877,2025-02-03,117,9,2
878,2025-03-24,25,6,1
879,2025-09-14,81,1,1
880,2025-08-12,146,3,3
881,2025-12-18,26,7,1
882,2025-04-14,63,1,1
883,2025-03-28,48,4,1
884,2025-01-17,4,5,1
885,2025-02-12,30,8,1
886,2025-01-28,1,8,1
887,2026-03-26,81,4,1
888,2025-11-03,55,9,1
889,2026-03-18,104,1,1
890,2025-07-01,38,10,2
891,2025-03-19,87,1,1
892,2025-12-05,82,5,3
893,2026-01-06,133,7,2
894,2026-05-31,45,4,1
895,2025-02-28,54,4,3
896,2026-03-14,11,11,1
897,2025-04-11,123,8,3
898,2025-03-28,49,6,3
899,2025-02-02,69,6,4
900,2025-05-04,140,10,2
901,2025-10-28,16,11,1
902,2025-09-16,44,8,1
903,2025-01-01,29,2,5
904,2025-03-09,101,8,2
905,2026-06-02,25,7,1
906,2025-03-03,47,7,1
907,2025-06-17,21,10,1
908,2025-12-01,123,4,3
909,2025-03-19,146,2,1
910,2025-11-29,22,4,1
911,2025-01-09,126,7,1
912,2026-01-14,39,11,1
913,2025-11-22,150,4,5
914,2026-06-10,16,4,1
915,2026-01-10,21,1,1
916,2025-01-25,141,9,1
917,2026-05-29,130,7,1
918,2026-06-24,14,8,1
919,2025-03-20,123,9,2
920,2025-05-26,117,7,1
921,2025-03-30,139,9,3
922,2025-03-06,53,5,3
923,2025-11-12,123,8,3
924,2025-06-13,7,6,2
925,2025-07-10,57,2,2
926,2025-02-21,95,11,1
927,2025-09-28,39,9,2
928,2026-01-08,13,4,1
929,2025-02-05,111,8,2
